"Subj","Time","IP","Condition","ItemNo","WordNo","Word","RT","Sentence","verification_code","Age","first_language","key","speed","read","chunk","windows"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"need",228,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,4,"to",227,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,5,"answer",224,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,6,"to",234,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,7,"each",241,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,8,"question%2C",235,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,9,"by",240,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,10,"responding",244,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,11,"either",244,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,12,"yes%2C",358,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,13,"or",293,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,14,"no.",355,"You will need to answer to each question%2C by responding either yes%2C or no.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,1,"Press",245,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,2,"f",225,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"key",240,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,4,"for",239,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,5,"'yes'",245,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,6,"and",205,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,7,"j",226,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,8,"key",213,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,9,"for",243,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,10,"'no'",247,"Press f key for 'yes' and j key for 'no'","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,1,"If",229,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,2,"you're",216,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"not",224,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,4,"sure",212,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,5,"what",235,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,6,"the",247,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,7,"answer",239,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,8,"is%2C",232,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,9,"make",233,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,10,"a",240,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,11,"guess!",252,"If you're not sure what the answer is%2C make a guess!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,1,"Now",269,"Now let's practice!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,2,"let's",279,"Now let's practice!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"practice!",329,"Now let's practice!","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,1,"It",245,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,2,"appears",238,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"that",236,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,4,"those",230,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,5,"clerks",234,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,6,"and",225,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,7,"coordinators",229,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,8,"organized",229,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,9,"the",231,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,10,"calendar.",239,"It appears that those clerks and coordinators organized the calendar.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,1,"Jamie",225,"Jamie is a famous pianist in Australia.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,2,"is",240,"Jamie is a famous pianist in Australia.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"a",219,"Jamie is a famous pianist in Australia.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,4,"famous",222,"Jamie is a famous pianist in Australia.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,5,"pianist",239,"Jamie is a famous pianist in Australia.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,6,"in",187,"Jamie is a famous pianist in Australia.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,7,"Australia.",295,"Jamie is a famous pianist in Australia.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,1,"It",222,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,2,"is",221,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"Eunice",234,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,4,"who",216,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,5,"the",221,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,6,"officer",216,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,7,"was",206,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,8,"looking",227,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,9,"for",225,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,10,"all",312,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,11,"night.",347,"It is Eunice who the officer was looking for all night.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,1,"This",241,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,2,"is",220,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,3,"the",241,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,4,"last",243,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,5,"practice",232,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,6,"sentence",245,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,7,"before",230,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,8,"the",241,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,9,"experiment",227,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","practice",NA,10,"begins.",469,"This is the last practice sentence before the experiment begins.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,1,"The",255,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,2,"gas",229,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,3,"station",247,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,4,"cashier",245,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,5,"quietly",219,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,6,"called",232,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,7,"the",250,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,8,"police",215,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,9,"while",247,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
"6764111042_0d620359212de46d24ed475e5f1ff9f7",6764111042,"0d620359212de46d24ed475e5f1ff9f7","filler",123,10,"the",209,"The gas station cashier quietly called the police while the suspicious-looking man was in the bathroom.","LOUVIN_26",26,"Italian","space, yes","normal","silent","no","max"
